Date,DepartmentID,Account,Category,Amount
2022-05-01,3,Office Costs,Expense,89726
2022-05-01,3,Depreciation,Expense,8357
2022-05-01,3,Professional Services,Expense,33479
2022-05-01,4,Gross Written Premium,Income,71476
2022-05-01,4,Net Earned Premium,Income,316955
2022-05-01,4,Reinsurance Recoveries,Income,177280
2022-05-01,4,Investment Income,Income,161222
2022-05-01,4,Commission Income,Income,81180
2022-05-01,4,Claims Paid,Claims,179358
2022-05-01,4,Claims Incurred,Claims,117856
2022-05-01,4,Loss Adjustment Expenses,Claims,191141
2022-05-01,4,Staff Costs,Expense,15397
2022-05-01,4,IT Expenses,Expense,42555
2022-05-01,4,Marketing,Expense,47959
2022-05-01,4,Office Costs,Expense,1728
2022-05-01,4,Depreciation,Expense,51517
2022-05-01,4,Professional Services,Expense,67234
2022-05-01,5,Gross Written Premium,Income,49954
2022-05-01,5,Net Earned Premium,Income,188352
2022-05-01,5,Reinsurance Recoveries,Income,89459
2022-05-01,5,Investment Income,Income,419995
2022-05-01,5,Commission Income,Income,205004
2022-05-01,5,Claims Paid,Claims,205968
2022-05-01,5,Claims Incurred,Claims,64163
2022-05-01,5,Loss Adjustment Expenses,Claims,56934
2022-05-01,5,Staff Costs,Expense,65895
2022-05-01,5,IT Expenses,Expense,33307
2022-05-01,5,Marketing,Expense,55098
2022-05-01,5,Office Costs,Expense,61921
2022-05-01,5,Depreciation,Expense,6486
2022-05-01,5,Professional Services,Expense,9335
2022-05-01,6,Gross Written Premium,Income,359044
2022-05-01,6,Net Earned Premium,Income,136020
2022-05-01,6,Reinsurance Recoveries,Income,112795
2022-05-01,6,Investment Income,Income,230184
2022-05-01,6,Commission Income,Income,152202
2022-05-01,6,Claims Paid,Claims,242027
2022-05-01,6,Claims Incurred,Claims,123324
2022-05-01,6,Loss Adjustment Expenses,Claims,202775
2022-05-01,6,Staff Costs,Expense,28192
2022-05-01,6,IT Expenses,Expense,2062
2022-05-01,6,Marketing,Expense,85076
2022-05-01,6,Office Costs,Expense,90780
2022-05-01,6,Depreciation,Expense,22545
2022-05-01,6,Professional Services,Expense,22689
2022-05-01,7,Gross Written Premium,Income,283318
2022-05-01,7,Net Earned Premium,Income,360605
2022-05-01,7,Reinsurance Recoveries,Income,398318
2022-05-01,7,Investment Income,Income,375177
2022-05-01,7,Commission Income,Income,19348
2022-05-01,7,Claims Paid,Claims,43102
2022-05-01,7,Claims Incurred,Claims,79460
2022-05-01,7,Loss Adjustment Expenses,Claims,94930
2022-05-01,7,Staff Costs,Expense,7801
2022-05-01,7,IT Expenses,Expense,73267
2022-05-01,7,Marketing,Expense,49136
2022-05-01,7,Office Costs,Expense,24625
2022-05-01,7,Depreciation,Expense,83873
2022-05-01,7,Professional Services,Expense,73592
2022-05-01,8,Gross Written Premium,Income,218124
2022-05-01,8,Net Earned Premium,Income,447477
2022-05-01,8,Reinsurance Recoveries,Income,11542
2022-05-01,8,Investment Income,Income,293821
2022-05-01,8,Commission Income,Income,187804
2022-05-01,8,Claims Paid,Claims,186415
2022-05-01,8,Claims Incurred,Claims,44081
2022-05-01,8,Loss Adjustment Expenses,Claims,198928
2022-05-01,8,Staff Costs,Expense,94105
2022-05-01,8,IT Expenses,Expense,89858
2022-05-01,8,Marketing,Expense,20065
2022-05-01,8,Office Costs,Expense,84460
2022-05-01,8,Depreciation,Expense,89092
2022-05-01,8,Professional Services,Expense,55693
2022-05-01,9,Gross Written Premium,Income,299106
2022-05-01,9,Net Earned Premium,Income,38295
2022-05-01,9,Reinsurance Recoveries,Income,23807
2022-05-01,9,Investment Income,Income,445564
2022-05-01,9,Commission Income,Income,167504
2022-05-01,9,Claims Paid,Claims,243067
2022-05-01,9,Claims Incurred,Claims,173152
2022-05-01,9,Loss Adjustment Expenses,Claims,171981
2022-05-01,9,Staff Costs,Expense,90339
2022-05-01,9,IT Expenses,Expense,20870
2022-05-01,9,Marketing,Expense,35578
2022-05-01,9,Office Costs,Expense,73124
2022-05-01,9,Depreciation,Expense,27790
2022-05-01,9,Professional Services,Expense,26289
2022-05-01,10,Gross Written Premium,Income,458345
2022-05-01,10,Net Earned Premium,Income,234786
2022-05-01,10,Reinsurance Recoveries,Income,497462
2022-05-01,10,Investment Income,Income,25485
2022-05-01,10,Commission Income,Income,316626
2022-05-01,10,Claims Paid,Claims,91188
2022-05-01,10,Claims Incurred,Claims,9748
2022-05-01,10,Loss Adjustment Expenses,Claims,222841
2022-05-01,10,Staff Costs,Expense,10435
2022-05-01,10,IT Expenses,Expense,4709
2022-05-01,10,Marketing,Expense,31355
2022-05-01,10,Office Costs,Expense,56771
2022-05-01,10,Depreciation,Expense,58799
2022-05-01,10,Professional Services,Expense,14116
2022-06-01,1,Gross Written Premium,Income,166542
2022-06-01,1,Net Earned Premium,Income,183416
2022-06-01,1,Reinsurance Recoveries,Income,315062
2022-06-01,1,Investment Income,Income,324368
2022-06-01,1,Commission Income,Income,49298
2022-06-01,1,Claims Paid,Claims,66629
2022-06-01,1,Claims Incurred,Claims,235907
2022-06-01,1,Loss Adjustment Expenses,Claims,295160
2022-06-01,1,Staff Costs,Expense,24960
2022-06-01,1,IT Expenses,Expense,34591
2022-06-01,1,Marketing,Expense,83848
2022-06-01,1,Office Costs,Expense,68641
2022-06-01,1,Depreciation,Expense,37395
2022-06-01,1,Professional Services,Expense,23700
2022-06-01,2,Gross Written Premium,Income,306764
2022-06-01,2,Net Earned Premium,Income,244286
2022-06-01,2,Reinsurance Recoveries,Income,138148
2022-06-01,2,Investment Income,Income,292703
2022-06-01,2,Commission Income,Income,496261
2022-06-01,2,Claims Paid,Claims,197714
2022-06-01,2,Claims Incurred,Claims,212611
2022-06-01,2,Loss Adjustment Expenses,Claims,288876
2022-06-01,2,Staff Costs,Expense,92362
2022-06-01,2,IT Expenses,Expense,31354
2022-06-01,2,Marketing,Expense,14843
2022-06-01,2,Office Costs,Expense,72726
2022-06-01,2,Depreciation,Expense,18640
2022-06-01,2,Professional Services,Expense,53528
2022-06-01,3,Gross Written Premium,Income,310557
2022-06-01,3,Net Earned Premium,Income,269214
2022-06-01,3,Reinsurance Recoveries,Income,324782
2022-06-01,3,Investment Income,Income,455952
2022-06-01,3,Commission Income,Income,120133
2022-06-01,3,Claims Paid,Claims,204938
2022-06-01,3,Claims Incurred,Claims,155159
2022-06-01,3,Loss Adjustment Expenses,Claims,177502
2022-06-01,3,Staff Costs,Expense,25504
2022-06-01,3,IT Expenses,Expense,8114
2022-06-01,3,Marketing,Expense,79859
2022-06-01,3,Office Costs,Expense,11975
2022-06-01,3,Depreciation,Expense,12023
2022-06-01,3,Professional Services,Expense,22447
2022-06-01,4,Gross Written Premium,Income,493685
2022-06-01,4,Net Earned Premium,Income,398043
2022-06-01,4,Reinsurance Recoveries,Income,296103
2022-06-01,4,Investment Income,Income,76203
2022-06-01,4,Commission Income,Income,391300
2022-06-01,4,Claims Paid,Claims,165775
2022-06-01,4,Claims Incurred,Claims,14337
2022-06-01,4,Loss Adjustment Expenses,Claims,51427
2022-06-01,4,Staff Costs,Expense,62529
2022-06-01,4,IT Expenses,Expense,85665
2022-06-01,4,Marketing,Expense,32921
2022-06-01,4,Office Costs,Expense,34307
2022-06-01,4,Depreciation,Expense,28355
2022-06-01,4,Professional Services,Expense,5835
2022-06-01,5,Gross Written Premium,Income,30159
2022-06-01,5,Net Earned Premium,Income,188677
2022-06-01,5,Reinsurance Recoveries,Income,393934
2022-06-01,5,Investment Income,Income,377760
2022-06-01,5,Commission Income,Income,441304
2022-06-01,5,Claims Paid,Claims,171619
2022-06-01,5,Claims Incurred,Claims,87844
2022-06-01,5,Loss Adjustment Expenses,Claims,32532
2022-06-01,5,Staff Costs,Expense,35349
2022-06-01,5,IT Expenses,Expense,46445
2022-06-01,5,Marketing,Expense,6713
2022-06-01,5,Office Costs,Expense,57178
2022-06-01,5,Depreciation,Expense,50407
2022-06-01,5,Professional Services,Expense,71340
2022-06-01,6,Gross Written Premium,Income,60990
2022-06-01,6,Net Earned Premium,Income,478888
2022-06-01,6,Reinsurance Recoveries,Income,139473
2022-06-01,6,Investment Income,Income,468761
2022-06-01,6,Commission Income,Income,488007
2022-06-01,6,Claims Paid,Claims,231156
2022-06-01,6,Claims Incurred,Claims,173964
2022-06-01,6,Loss Adjustment Expenses,Claims,6015
2022-06-01,6,Staff Costs,Expense,62813
2022-06-01,6,IT Expenses,Expense,28712
2022-06-01,6,Marketing,Expense,9415
2022-06-01,6,Office Costs,Expense,63292
2022-06-01,6,Depreciation,Expense,24833
2022-06-01,6,Professional Services,Expense,5158
2022-06-01,7,Gross Written Premium,Income,203752
2022-06-01,7,Net Earned Premium,Income,292453
2022-06-01,7,Reinsurance Recoveries,Income,279114
2022-06-01,7,Investment Income,Income,344618
2022-06-01,7,Commission Income,Income,489920
2022-06-01,7,Claims Paid,Claims,156456
2022-06-01,7,Claims Incurred,Claims,285161
2022-06-01,7,Loss Adjustment Expenses,Claims,110570
2022-06-01,7,Staff Costs,Expense,9702
2022-06-01,7,IT Expenses,Expense,1384
2022-06-01,7,Marketing,Expense,1404
2022-06-01,7,Office Costs,Expense,41943
2022-06-01,7,Depreciation,Expense,48926
2022-06-01,7,Professional Services,Expense,30189
2022-06-01,8,Gross Written Premium,Income,284907
2022-06-01,8,Net Earned Premium,Income,159456
2022-06-01,8,Reinsurance Recoveries,Income,201172
2022-06-01,8,Investment Income,Income,370286
2022-06-01,8,Commission Income,Income,150932
2022-06-01,8,Claims Paid,Claims,240365
2022-06-01,8,Claims Incurred,Claims,55612
2022-06-01,8,Loss Adjustment Expenses,Claims,290718
2022-06-01,8,Staff Costs,Expense,24524
2022-06-01,8,IT Expenses,Expense,70172
2022-06-01,8,Marketing,Expense,11916
2022-06-01,8,Office Costs,Expense,5809
2022-06-01,8,Depreciation,Expense,33201
2022-06-01,8,Professional Services,Expense,54330
2022-06-01,9,Gross Written Premium,Income,154528
2022-06-01,9,Net Earned Premium,Income,459613
2022-06-01,9,Reinsurance Recoveries,Income,393432
2022-06-01,9,Investment Income,Income,48765
2022-06-01,9,Commission Income,Income,438032
2022-06-01,9,Claims Paid,Claims,26949
2022-06-01,9,Claims Incurred,Claims,206152
2022-06-01,9,Loss Adjustment Expenses,Claims,181615
2022-06-01,9,Staff Costs,Expense,93193
2022-06-01,9,IT Expenses,Expense,37187
2022-06-01,9,Marketing,Expense,8239
2022-06-01,9,Office Costs,Expense,15489
2022-06-01,9,Depreciation,Expense,59017
2022-06-01,9,Professional Services,Expense,62877
2022-06-01,10,Gross Written Premium,Income,446341
2022-06-01,10,Net Earned Premium,Income,322066
2022-06-01,10,Reinsurance Recoveries,Income,104074
2022-06-01,10,Investment Income,Income,173121
2022-06-01,10,Commission Income,Income,47131
2022-06-01,10,Claims Paid,Claims,120765
2022-06-01,10,Claims Incurred,Claims,111884
2022-06-01,10,Loss Adjustment Expenses,Claims,130917
2022-06-01,10,Staff Costs,Expense,25285
2022-06-01,10,IT Expenses,Expense,38626
2022-06-01,10,Marketing,Expense,43808
2022-06-01,10,Office Costs,Expense,89464
2022-06-01,10,Depreciation,Expense,54871
2022-06-01,10,Professional Services,Expense,20198
2022-07-01,1,Gross Written Premium,Income,422974
2022-07-01,1,Net Earned Premium,Income,25254
2022-07-01,1,Reinsurance Recoveries,Income,54238
2022-07-01,1,Investment Income,Income,11252
2022-07-01,1,Commission Income,Income,311908
2022-07-01,1,Claims Paid,Claims,86317
2022-07-01,1,Claims Incurred,Claims,83587
2022-07-01,1,Loss Adjustment Expenses,Claims,11949
2022-07-01,1,Staff Costs,Expense,56393
2022-07-01,1,IT Expenses,Expense,74553
2022-07-01,1,Marketing,Expense,7941
2022-07-01,1,Office Costs,Expense,26934
2022-07-01,1,Depreciation,Expense,24386
2022-07-01,1,Professional Services,Expense,62886
2022-07-01,2,Gross Written Premium,Income,347889
2022-07-01,2,Net Earned Premium,Income,486467
2022-07-01,2,Reinsurance Recoveries,Income,366600
2022-07-01,2,Investment Income,Income,325557
2022-07-01,2,Commission Income,Income,460016
2022-07-01,2,Claims Paid,Claims,255875
2022-07-01,2,Claims Incurred,Claims,75390
2022-07-01,2,Loss Adjustment Expenses,Claims,188401
2022-07-01,2,Staff Costs,Expense,44088
2022-07-01,2,IT Expenses,Expense,40811
2022-07-01,2,Marketing,Expense,56479
2022-07-01,2,Office Costs,Expense,86392
2022-07-01,2,Depreciation,Expense,88369
2022-07-01,2,Professional Services,Expense,20963
2022-07-01,3,Gross Written Premium,Income,327267
2022-07-01,3,Net Earned Premium,Income,135911
2022-07-01,3,Reinsurance Recoveries,Income,374612
2022-07-01,3,Investment Income,Income,233777
2022-07-01,3,Commission Income,Income,345621
2022-07-01,3,Claims Paid,Claims,281532
2022-07-01,3,Claims Incurred,Claims,10569
2022-07-01,3,Loss Adjustment Expenses,Claims,74836
2022-07-01,3,Staff Costs,Expense,37586
2022-07-01,3,IT Expenses,Expense,13015
2022-07-01,3,Marketing,Expense,46002
2022-07-01,3,Office Costs,Expense,7254
2022-07-01,3,Depreciation,Expense,18144
2022-07-01,3,Professional Services,Expense,25214
2022-07-01,4,Gross Written Premium,Income,221791
2022-07-01,4,Net Earned Premium,Income,212846
2022-07-01,4,Reinsurance Recoveries,Income,147162
2022-07-01,4,Investment Income,Income,152709
2022-07-01,4,Commission Income,Income,163487
2022-07-01,4,Claims Paid,Claims,29071
2022-07-01,4,Claims Incurred,Claims,63243
2022-07-01,4,Loss Adjustment Expenses,Claims,177312
2022-07-01,4,Staff Costs,Expense,84807
2022-07-01,4,IT Expenses,Expense,34434
2022-07-01,4,Marketing,Expense,70724
2022-07-01,4,Office Costs,Expense,76697
2022-07-01,4,Depreciation,Expense,29732
2022-07-01,4,Professional Services,Expense,12314
2022-07-01,5,Gross Written Premium,Income,427170
2022-07-01,5,Net Earned Premium,Income,67108
2022-07-01,5,Reinsurance Recoveries,Income,490260
2022-07-01,5,Investment Income,Income,490721
2022-07-01,5,Commission Income,Income,121195
2022-07-01,5,Claims Paid,Claims,41668
2022-07-01,5,Claims Incurred,Claims,290205
2022-07-01,5,Loss Adjustment Expenses,Claims,44749
2022-07-01,5,Staff Costs,Expense,17907
2022-07-01,5,IT Expenses,Expense,19777
2022-07-01,5,Marketing,Expense,94229
2022-07-01,5,Office Costs,Expense,52745
2022-07-01,5,Depreciation,Expense,92865
2022-07-01,5,Professional Services,Expense,82818
2022-07-01,6,Gross Written Premium,Income,33624
2022-07-01,6,Net Earned Premium,Income,33321
2022-07-01,6,Reinsurance Recoveries,Income,413704
2022-07-01,6,Investment Income,Income,294718
2022-07-01,6,Commission Income,Income,408456
2022-07-01,6,Claims Paid,Claims,179293
2022-07-01,6,Claims Incurred,Claims,264127
2022-07-01,6,Loss Adjustment Expenses,Claims,191717
2022-07-01,6,Staff Costs,Expense,20262
2022-07-01,6,IT Expenses,Expense,53796
2022-07-01,6,Marketing,Expense,5432
2022-07-01,6,Office Costs,Expense,96257
2022-07-01,6,Depreciation,Expense,65291
2022-07-01,6,Professional Services,Expense,80104
2022-07-01,7,Gross Written Premium,Income,200471
2022-07-01,7,Net Earned Premium,Income,399744
2022-07-01,7,Reinsurance Recoveries,Income,482930
2022-07-01,7,Investment Income,Income,322572
2022-07-01,7,Commission Income,Income,228803
2022-07-01,7,Claims Paid,Claims,116317
2022-07-01,7,Claims Incurred,Claims,144789
2022-07-01,7,Loss Adjustment Expenses,Claims,295843
2022-07-01,7,Staff Costs,Expense,74686
2022-07-01,7,IT Expenses,Expense,68661
2022-07-01,7,Marketing,Expense,45247
2022-07-01,7,Office Costs,Expense,17748
2022-07-01,7,Depreciation,Expense,5621
2022-07-01,7,Professional Services,Expense,16034
2022-07-01,8,Gross Written Premium,Income,268930
2022-07-01,8,Net Earned Premium,Income,408342
2022-07-01,8,Reinsurance Recoveries,Income,146194
2022-07-01,8,Investment Income,Income,290174
2022-07-01,8,Commission Income,Income,354982
2022-07-01,8,Claims Paid,Claims,43638
2022-07-01,8,Claims Incurred,Claims,123033
2022-07-01,8,Loss Adjustment Expenses,Claims,110977
2022-07-01,8,Staff Costs,Expense,89869
2022-07-01,8,IT Expenses,Expense,35674
2022-07-01,8,Marketing,Expense,36854
2022-07-01,8,Office Costs,Expense,47271
2022-07-01,8,Depreciation,Expense,74688
2022-07-01,8,Professional Services,Expense,39518
2022-07-01,9,Gross Written Premium,Income,383220
2022-07-01,9,Net Earned Premium,Income,151339
2022-07-01,9,Reinsurance Recoveries,Income,231897
2022-07-01,9,Investment Income,Income,11062
2022-07-01,9,Commission Income,Income,257736
2022-07-01,9,Claims Paid,Claims,55448
2022-07-01,9,Claims Incurred,Claims,100462
2022-07-01,9,Loss Adjustment Expenses,Claims,250885
2022-07-01,9,Staff Costs,Expense,48915
2022-07-01,9,IT Expenses,Expense,5632
2022-07-01,9,Marketing,Expense,4596
2022-07-01,9,Office Costs,Expense,7168
2022-07-01,9,Depreciation,Expense,8561
2022-07-01,9,Professional Services,Expense,74794
2022-07-01,10,Gross Written Premium,Income,92152
2022-07-01,10,Net Earned Premium,Income,135036
2022-07-01,10,Reinsurance Recoveries,Income,396193
2022-07-01,10,Investment Income,Income,36734
2022-07-01,10,Commission Income,Income,409587
2022-07-01,10,Claims Paid,Claims,31069
2022-07-01,10,Claims Incurred,Claims,215977
2022-07-01,10,Loss Adjustment Expenses,Claims,17910
2022-07-01,10,Staff Costs,Expense,74479
2022-07-01,10,IT Expenses,Expense,78735
2022-07-01,10,Marketing,Expense,82264
2022-07-01,10,Office Costs,Expense,24275
2022-07-01,10,Depreciation,Expense,73274
2022-07-01,10,Professional Services,Expense,82449
2022-08-01,1,Gross Written Premium,Income,372920
2022-08-01,1,Net Earned Premium,Income,201076
2022-08-01,1,Reinsurance Recoveries,Income,204053
2022-08-01,1,Investment Income,Income,487875
2022-08-01,1,Commission Income,Income,195625
2022-08-01,1,Claims Paid,Claims,53447
2022-08-01,1,Claims Incurred,Claims,80703
2022-08-01,1,Loss Adjustment Expenses,Claims,284404
2022-08-01,1,Staff Costs,Expense,4812
2022-08-01,1,IT Expenses,Expense,29024
2022-08-01,1,Marketing,Expense,59656
2022-08-01,1,Office Costs,Expense,28285
2022-08-01,1,Depreciation,Expense,93436
2022-08-01,1,Professional Services,Expense,2605
2022-08-01,2,Gross Written Premium,Income,474374
2022-08-01,2,Net Earned Premium,Income,82303
2022-08-01,2,Reinsurance Recoveries,Income,168211
2022-08-01,2,Investment Income,Income,480365
2022-08-01,2,Commission Income,Income,197210
2022-08-01,2,Claims Paid,Claims,266949
2022-08-01,2,Claims Incurred,Claims,149990
2022-08-01,2,Loss Adjustment Expenses,Claims,163518
2022-08-01,2,Staff Costs,Expense,14046
2022-08-01,2,IT Expenses,Expense,25818
2022-08-01,2,Marketing,Expense,5324
2022-08-01,2,Office Costs,Expense,77323
2022-08-01,2,Depreciation,Expense,10111
